
----------- Ïðîòîêîë ------------ Äàòà: 15.12.2025 16:58:13 ------------ 


----- Ïàðàìåòðû --------
-in: in.txt
-out: in.txt.out
-log: in.txt.log
---- Èñõîäíûå äàííûå ------
Êîëè÷åñòâî ñèìâîëîâ: 1845
Ïðîèãíîðèðîâàíî:   0
Êîëè÷åñòâî ñòðîê:  94

------------------------------ ÒÀÁËÈÖÀ ËÅÊÑÅÌ  ------------------------

|  N | ËÅÊÑÅÌÀ | ÑÒÐÎÊÀ | ÈÍÄÅÊÑ Â ÒÈ |
3743:                    }}ul;}$                       }}N}$               
3744:                    }ul;}$                        }N}$                
3745:                    ul;}$                         N}$                 
3746:N->ui;              ul;}$                         N}$                 
3747: SAVESTATE:          122
3747:                    ul;}$                         ui;}$               
3748:                    l;}$                          i;}$                
3749: TS_NOK/NS_NORULECHï¿½IN
3749: RESSTATE            
3749:                    ul;}$                         N}$                 
3750:N->ui;N             ul;}$                         N}$                 
3751: SAVESTATE:          122
3751:                    ul;}$                         ui;N}$              
3752:                    l;}$                          i;N}$               
3753: TS_NOK/NS_NORULECHï¿½IN
3753: RESSTATE            
3753:                    ul;}$                         N}$                 
3754:N->ul;              ul;}$                         N}$                 
3755: SAVESTATE:          122
3755:                    ul;}$                         ul;}$               
3756:                    l;}$                          l;}$                
3757:                    ;}$                           ;}$                 
3758:                    }$                            }$                  
3759:                    $                             $                   
3760:                                                                      
3761: LENTA_END           
3762: ------>LENTA_END    
-------------------------------------------------------------------------------------
0   :ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ 336, ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 
0   : S->ati[F]{TrE;}S    
4   : F->ti,F             
7   : F->ti,F             
10  : F->ti               
14  : T->eti;T            
18  : T->i=E;T            
20  : E->z(W)             
22  : W->i,W              
24  : W->i                
27  : T->i=E;             
29  : E->z(W)             
31  : W->i,W              
33  : W->i                
37  : E->i                
40  : S->ati[F]{TrE;}S    
44  : F->ti,F             
47  : F->ti               
51  : T->eti;T            
55  : T->eti;T            
59  : T->i=E;T            
61  : E->n(W)             
63  : W->i                
66  : T->ui;T             
69  : T->^;T              
71  : T->i=E;             
73  : E->y(W)             
75  : W->i,W              
77  : W->i                
81  : E->i                
84  : S->ahi[F]{Pr;}S     
88  : F->ti               
92  : P->eti;P            
96  : P->i=E;P            
98  : E->l                
100 : P->i=E;P            
102 : E->y(W)             
104 : W->i,W              
106 : W->i                
109 : P->ui;P             
112 : P->^;               
117 : S->m{N}             
119 : N->eti=E;N          
123 : E->l                
125 : N->eti=E;N          
129 : E->l                
131 : N->eti=E;N          
135 : E->l                
137 : N->eti;N            
141 : N->eti=E;N          
145 : E->l                
147 : N->eti=E;N          
151 : E->l                
153 : N->eti;N            
157 : N->eti=E;N          
161 : E->l                
163 : N->ui;N             
166 : N->^;N              
168 : N->eti=E;N          
172 : E->l                
174 : N->i(W);N           
176 : W->i                
179 : N->i=E;N            
181 : E->i(W)             
183 : W->i,W              
185 : W->i                
188 : N->ui;N             
191 : N->i=E;N            
193 : E->x(W)             
195 : W->i,W              
197 : W->i                
200 : N->cXN              
201 : X->[I]{C}b{C}       
202 : I->i!l              
207 : C->ul;              
213 : C->ul;              
217 : N->wXN              
218 : X->[I]{C}           
219 : I->i@i              
224 : C->i=E;C            
226 : E->iM               
227 : M->+E               
228 : E->l                
230 : C->ui;              
234 : N->i=E;N            
236 : E->i(W)             
238 : W->l,W              
240 : W->l,W              
242 : W->l                
245 : N->ui;N             
248 : N->eti;N            
252 : N->eti;N            
256 : N->eti;N            
260 : N->i=LN             
262 : L->i|i;             
266 : N->ui;N             
269 : N->i=LN             
271 : L->i&i;             
275 : N->ui;N             
278 : N->i=LN             
280 : L->~i;              
283 : N->ui;N             
286 : N->eti=E;N          
290 : E->(E)M             
291 : E->iM               
292 : M->+E               
293 : E->i                
295 : M->*E               
296 : E->lM               
297 : M->+E               
298 : E->z(W)             
300 : W->i,W              
302 : W->i                
305 : N->sHN              
306 : H->[E]{R}           
307 : E->i                
310 : R->pl{C}R           
313 : C->ul;              
317 : R->pl{C}D           
320 : C->ul;              
324 : D->d{C}             
326 : C->ul;              
331 : N->ul;              
--------------------ÊÎÍÅ×ÍÛÅ ÒÀÁËÈÖÛ ËÅÊÑÅÌ È ÈÄÅÍÒÈÔÈÊÀÒÎÐÎÂ-------------------
------------------------------ ÒÀÁËÈÖÀ ËÅÊÑÅÌ  ------------------------

|  N | ËÅÊÑÅÌÀ | ÑÒÐÎÊÀ | ÈÍÄÅÊÑ Â ÒÈ |
|0   | a       |  1     |             |
|1   | t       |  1     |             |
|2   | i       |  1     |0            |
|3   | [       |  1     |             |
|4   | t       |  1     |             |
|5   | i       |  1     |1            |
|6   | ,       |  1     |             |
|7   | t       |  1     |             |
|8   | i       |  1     |2            |
|9   | ,       |  1     |             |
|10  | t       |  1     |             |
|11  | i       |  1     |3            |
|12  | ]       |  1     |             |
|13  | {       |  2     |             |
|14  | e       |  3     |             |
|15  | t       |  3     |             |
|16  | i       |  3     |4            |
|17  | ;       |  3     |             |
|18  | i       |  4     |4            |
|19  | =       |  4     |             |
|20  | i       |  4     |1            |
|21  | i       |  4     |2            |
|22  | z       |  4     |             |
|23  | ;       |  4     |             |
|24  | i       |  5     |4            |
|25  | =       |  5     |             |
|26  | i       |  5     |4            |
|27  | i       |  5     |3            |
|28  | z       |  5     |             |
|29  | ;       |  5     |             |
|30  | r       |  6     |             |
|31  | i       |  6     |4            |
|32  | ;       |  6     |             |
|33  | }       |  7     |             |
|34  | a       |  8     |             |
|35  | t       |  8     |             |
|36  | i       |  8     |5            |
|37  | [       |  8     |             |
|38  | t       |  8     |             |
|39  | i       |  8     |6            |
|40  | ,       |  8     |             |
|41  | t       |  8     |             |
|42  | i       |  8     |7            |
|43  | ]       |  8     |             |
|44  | {       |  9     |             |
|45  | e       |  10    |             |
|46  | t       |  10    |             |
|47  | i       |  10    |8            |
|48  | ;       |  10    |             |
|49  | e       |  11    |             |
|50  | t       |  11    |             |
|51  | i       |  11    |9            |
|52  | ;       |  11    |             |
|53  | i       |  12    |9            |
|54  | =       |  12    |             |
|55  | i       |  12    |6            |
|56  | n       |  12    |             |
|57  | ;       |  12    |             |
|58  | u       |  13    |             |
|59  | i       |  13    |9            |
|60  | ;       |  13    |             |
|61  | ^       |  14    |             |
|62  | ;       |  14    |             |
|63  | i       |  15    |8            |
|64  | =       |  15    |             |
|65  | i       |  15    |6            |
|66  | i       |  15    |7            |
|67  | y       |  15    |             |
|68  | ;       |  15    |             |
|69  | r       |  16    |             |
|70  | i       |  16    |8            |
|71  | ;       |  16    |             |
|72  | }       |  17    |             |
|73  | a       |  18    |             |
|74  | h       |  18    |             |
|75  | i       |  18    |10           |
|76  | [       |  18    |             |
|77  | t       |  18    |             |
|78  | i       |  18    |11           |
|79  | ]       |  18    |             |
|80  | {       |  19    |             |
|81  | e       |  20    |             |
|82  | t       |  20    |             |
|83  | i       |  20    |12           |
|84  | ;       |  20    |             |
|85  | i       |  21    |12           |
|86  | =       |  21    |             |
|87  | l       |  21    |13           |
|88  | ;       |  21    |             |
|89  | i       |  22    |12           |
|90  | =       |  22    |             |
|91  | i       |  22    |12           |
|92  | i       |  22    |11           |
|93  | y       |  22    |             |
|94  | ;       |  22    |             |
|95  | u       |  23    |             |
|96  | i       |  23    |12           |
|97  | ;       |  23    |             |
|98  | ^       |  24    |             |
|99  | ;       |  24    |             |
|100 | r       |  25    |             |
|101 | ;       |  25    |             |
|102 | }       |  26    |             |
|103 | m       |  28    |             |
|104 | {       |  29    |             |
|105 | e       |  30    |             |
|106 | t       |  30    |             |
|107 | i       |  30    |14           |
|108 | =       |  30    |             |
|109 | l       |  30    |15           |
|110 | ;       |  30    |             |
|111 | e       |  31    |             |
|112 | t       |  31    |             |
|113 | i       |  31    |16           |
|114 | =       |  31    |             |
|115 | l       |  31    |17           |
|116 | ;       |  31    |             |
|117 | e       |  32    |             |
|118 | t       |  32    |             |
|119 | i       |  32    |18           |
|120 | =       |  32    |             |
|121 | l       |  32    |19           |
|122 | ;       |  32    |             |
|123 | e       |  33    |             |
|124 | t       |  33    |             |
|125 | i       |  33    |20           |
|126 | ;       |  33    |             |
|127 | e       |  35    |             |
|128 | t       |  35    |             |
|129 | i       |  35    |11           |
|130 | =       |  35    |             |
|131 | l       |  35    |21           |
|132 | ;       |  35    |             |
|133 | e       |  36    |             |
|134 | t       |  36    |             |
|135 | i       |  36    |22           |
|136 | =       |  36    |             |
|137 | l       |  36    |23           |
|138 | ;       |  36    |             |
|139 | e       |  37    |             |
|140 | t       |  37    |             |
|141 | i       |  37    |24           |
|142 | ;       |  37    |             |
|143 | e       |  38    |             |
|144 | t       |  38    |             |
|145 | i       |  38    |25           |
|146 | =       |  38    |             |
|147 | l       |  38    |26           |
|148 | ;       |  38    |             |
|149 | u       |  39    |             |
|150 | i       |  39    |25           |
|151 | ;       |  39    |             |
|152 | ^       |  40    |             |
|153 | ;       |  40    |             |
|154 | e       |  42    |             |
|155 | t       |  42    |             |
|156 | i       |  42    |27           |
|157 | =       |  42    |             |
|158 | l       |  42    |28           |
|159 | ;       |  42    |             |
|160 | i       |  44    |10           |
|161 | (       |  44    |             |
|162 | i       |  44    |11           |
|163 | )       |  44    |             |
|164 | ;       |  44    |             |
|165 | i       |  46    |24           |
|166 | =       |  46    |             |
|167 | i       |  46    |11           |
|168 | i       |  46    |22           |
|169 | i       |  46    |5            |
|170 | ;       |  46    |             |
|171 | u       |  47    |             |
|172 | i       |  47    |24           |
|173 | ;       |  47    |             |
|174 | i       |  49    |27           |
|175 | =       |  49    |             |
|176 | i       |  49    |11           |
|177 | i       |  49    |22           |
|178 | x       |  49    |             |
|179 | ;       |  49    |             |
|180 | c       |  51    |             |
|181 | [       |  51    |             |
|182 | i       |  51    |27           |
|183 | !       |  51    |             |
|184 | l       |  51    |29           |
|185 | ]       |  51    |             |
|186 | {       |  52    |             |
|187 | u       |  53    |             |
|188 | l       |  53    |30           |
|189 | ;       |  53    |             |
|190 | }       |  54    |             |
|191 | b       |  55    |             |
|192 | {       |  56    |             |
|193 | u       |  57    |             |
|194 | l       |  57    |31           |
|195 | ;       |  57    |             |
|196 | }       |  58    |             |
|197 | w       |  60    |             |
|198 | [       |  60    |             |
|199 | i       |  60    |14           |
|200 | @       |  60    |             |
|201 | i       |  60    |16           |
|202 | ]       |  60    |             |
|203 | {       |  61    |             |
|204 | i       |  62    |14           |
|205 | =       |  62    |             |
|206 | i       |  62    |14           |
|207 | l       |  62    |19           |
|208 | +       |  62    |             |
|209 | ;       |  62    |             |
|210 | u       |  63    |             |
|211 | i       |  63    |14           |
|212 | ;       |  63    |             |
|213 | }       |  64    |             |
|214 | i       |  65    |20           |
|215 | =       |  65    |             |
|216 | l       |  65    |32           |
|217 | l       |  65    |33           |
|218 | l       |  65    |34           |
|219 | i       |  65    |0            |
|220 | ;       |  65    |             |
|221 | u       |  66    |             |
|222 | i       |  66    |20           |
|223 | ;       |  66    |             |
|224 | e       |  67    |             |
|225 | t       |  67    |             |
|226 | i       |  67    |35           |
|227 | ;       |  67    |             |
|228 | e       |  68    |             |
|229 | t       |  68    |             |
|230 | i       |  68    |36           |
|231 | ;       |  68    |             |
|232 | e       |  69    |             |
|233 | t       |  69    |             |
|234 | i       |  69    |37           |
|235 | ;       |  69    |             |
|236 | i       |  71    |35           |
|237 | =       |  71    |             |
|238 | i       |  71    |14           |
|239 | i       |  71    |18           |
|240 | |       |  71    |             |
|241 | ;       |  71    |             |
|242 | u       |  72    |             |
|243 | i       |  72    |35           |
|244 | ;       |  72    |             |
|245 | i       |  73    |36           |
|246 | =       |  73    |             |
|247 | i       |  73    |14           |
|248 | i       |  73    |18           |
|249 | &       |  73    |             |
|250 | ;       |  73    |             |
|251 | u       |  74    |             |
|252 | i       |  74    |36           |
|253 | ;       |  74    |             |
|254 | i       |  75    |37           |
|255 | =       |  75    |             |
|256 | i       |  75    |14           |
